UMAP1,UMAP2,kmeans_cluster,is_noise
13.43,10.79,1,0
11.2,14.05,0,0
14.71,-0.21,1,0
12.59,-2.96,0,0
9.25,13.09,0,0
13.67,-2.14,1,0
10.87,-4.62,0,0
10.84,10.34,1,0
11.11,-2.11,0,0
-4.09,1.2,1,0
14.76,9.63,1,0
14.67,-0.2,1,0
11.58,1.09,1,0
13.94,-0.34,1,0
14.45,9.66,1,0
10.8,15.53,0,0
10.16,-0.48,0,0
11.69,-4.01,0,0
-3.51,5.93,1,0
-1.12,1.65,1,0
8.03,13.96,0,0
-2.56,0.21,0,0
15.18,7.98,1,0
8.89,13.28,0,0
-3.8,2.91,1,0
11.64,12.86,0,0
13.68,-1.69,0,0
10.65,-0.38,0,0
-5.6,-1.53,0,0
13.03,-2.16,1,0
11.94,-0.82,1,0
8.9,-3.14,0,0
-3.64,0.63,0,0
9.54,11.46,0,0
11.29,12.83,0,0
-1.79,10.08,0,0
7.45,13.71,0,0
10.18,-2.64,0,0
10.57,12.54,0,0
10.73,-3.92,0,0
11.52,-2.27,0,0
-2.26,9.11,1,0
-2.28,0.14,0,0
-2.26,8.24,1,0
-2.56,1.43,1,0
-4.67,1.89,1,0
10.68,-1.34,1,0
11.85,-1.19,1,0
-1.36,0.5,1,0
13.21,0.43,1,0
13.67,-0.69,0,0
12.9,-1.36,1,0
9.59,-3.16,0,0
9.96,11.6,0,0
12.35,-0.44,0,0
-2.31,4.75,1,0
10.62,-2.22,0,0
10.18,-2.47,0,0
7.99,13.33,0,0
-1.88,8.64,1,0
9.84,15.92,0,0
9.56,-2.54,0,0
11.49,-0.3,1,0
14.83,0.54,1,0
9.72,13.87,0,0
8.13,-3.88,0,0
11.92,-2.74,1,0
-3.88,9.16,0,0
-2.01,2.81,1,0
2.31,4.17,0,0
11.87,-2.96,0,0
8.63,12.52,0,0
12.03,-1.8,1,0
16.62,0.82,1,0
10.55,1.29,0,0
8.24,-1.42,0,0
10.52,-3.84,0,0
13.45,13.22,1,0
8.58,-4.08,0,0
-1.48,7.08,1,0
9.76,12.97,0,0
11.73,11.01,1,0
13.03,11.21,1,0
10.14,-3.88,0,0
10.85,-2.2,0,0
12.89,14.22,0,0
6.99,-3.81,0,0
11.51,-2.03,0,0
10.25,-2.61,0,0
9.88,-0.54,0,0
15.77,-0.66,1,0
12.03,-2.72,1,0
12.02,-2.45,0,0
6.73,13.76,0,0
-3.07,-0.34,0,0
13.99,-1.38,1,0
-3.82,0.7,0,0
14.75,-0.25,1,0
12.92,-2.29,1,0
10.34,10.71,0,0
8.64,13.04,0,0
8.6,12.33,0,0
11.16,10.11,1,0
10.03,11.57,0,0
8.58,-0.54,0,0
-1.13,9.55,0,0
11.45,11.2,1,0
-1.87,8.88,1,0
11.98,-2.74,0,0
11.02,12.52,0,0
10.18,12.32,0,0
-1.36,10.79,0,0
-3.15,3.41,1,0
9.59,11.9,0,0
12.73,-0.58,1,0
11.21,-1.23,1,0
-3.65,-0.61,0,0
13.37,11.37,1,0
10.49,-0.91,0,0
12.49,-2.18,0,0
12.79,13.8,1,0
14.06,-1.25,1,0
9.34,12.67,0,0
11.51,-3.38,0,0
-3.3,1.19,1,0
9.4,12.07,0,0
1.67,4.49,0,0
14.59,-1.41,1,0
11.88,-1.67,1,0
-0.49,11.07,0,0
11.55,12.77,0,0
10.87,-3.97,0,0
-2.96,-1.24,0,0
-4.57,0.86,1,0
11.42,-3.11,0,0
12.75,-1.19,1,0
10.62,-3.46,0,0
-2.22,9.61,0,0
12.36,-2.84,0,0
13.35,9.73,1,0
11.86,12.68,0,0
-4.17,-0.96,0,0
14.14,-1.89,1,0
12.53,-2.65,1,0
6.86,3.36,0,0
-2.36,2.27,1,0
-3.11,1.19,1,0
11.87,10.64,1,0
-4.21,1.23,1,0
13.93,-1.94,1,0
13.39,-0.53,1,0
10.13,14.58,0,0
14.82,-0.93,1,0
11.11,11.54,1,0
10.15,12.59,0,0
12.14,12.81,1,0
11.34,-2.36,0,0
-5.11,2.77,1,0
11.74,10.67,1,0
12.75,-1.59,0,0
11.15,-3.36,0,0
-1.44,10.33,0,0
11.04,11.28,1,0
9.07,-2.31,0,0
-2.07,-0.22,0,0
8.96,-1.77,0,0
11.93,-3.82,1,0
5.01,3.91,0,0
10.62,0.18,1,0
-1.6,10.66,0,0
11.42,-1.62,0,0
10.37,12.69,0,0
10.67,-3.71,0,0
9.64,-3.36,0,0
12.87,-1.22,0,0
11.32,11.93,0,0
11.15,-1.85,0,0
-2.95,0.48,0,0
-4.88,8.46,1,0
-0.26,11.69,0,0
11.11,-1.41,0,0
10.62,12.04,0,0
8.27,-2.7,0,0
11.57,13.36,0,0
7.86,12.7,0,0
10.65,14.29,0,0
-2.77,-1.16,0,0
15.95,-0.04,1,0
-2.21,9.62,0,0
13.7,9.12,1,0
9.41,12.49,0,0
-2.82,0.89,0,0
10.91,-1.49,0,0
11.49,-2.45,0,0
-1.6,9.25,1,0
9.77,-2.1,0,0
12.87,-0.83,1,0
10.03,-1.75,0,0
9.35,-3.14,0,0
-4.09,2.12,1,0
-4.26,7.23,1,0
8.37,-1.83,0,0
-5.47,1.56,1,0
12.52,-1.42,1,0
10.68,12.99,0,0
-3.55,1.31,1,0
11.37,-0.62,1,0
-4.45,0.53,1,0
-4.11,0.89,0,0
11.15,-2.19,0,0
7.56,12.27,0,0
7.72,14.33,0,0
13.56,-0.09,1,0
13.07,-2.15,1,0
12.85,-3.59,1,0
-4.11,1.77,1,0
8.02,0.89,1,0
7.23,12.85,0,0
11.6,12.45,0,0
-4.17,-0.91,0,0
11.53,11.6,0,0
-1.25,8.87,1,0
12.56,-3.16,1,0
13.56,-1.07,1,0
11.87,-1.59,0,0
9.9,-2.11,0,0
-3.84,2.3,1,0
12.38,-1.21,0,0
12.87,-0.67,1,0
13.37,-2.11,1,0
7.82,12.57,0,0
12.37,10.47,1,0
11.45,12.3,1,0
-5.06,8.84,1,0
11.45,-2.61,0,0
-4.72,0.32,0,0
5.77,3.68,0,0
-3.65,11.59,0,0
13.93,0.01,1,0
12.46,-3.06,1,0
-4.8,3.36,1,0
10.61,12.95,0,0
11.63,13.6,0,0
10.36,-4.09,0,0
10.71,-2.03,0,0
11.48,-1.32,0,0
-3.6,0.88,1,0
11.16,-3.69,0,0
11.64,-1.92,0,0
9.39,12.91,0,0
-5.6,0.55,1,0
15.14,-1.87,1,0
10.46,-2.63,0,0
13.41,-1.71,1,0
12.52,9.92,1,0
-5.86,1.14,1,0
9.79,-2.16,0,0
12.4,-1.45,1,0
11.74,12.44,1,0
-2.6,10.65,0,0
11.36,-2.36,0,0
-4.71,1.74,1,0
13.06,9.08,1,0
-4.17,0.39,0,0
11.88,-3.45,0,0
-2.63,-0.43,0,0
12.38,-3.54,0,0
11.28,15.0,0,0
10.08,-0.36,1,0
10.26,15.14,0,0
-2.75,1.76,1,0
-3.9,0.31,0,0
12.26,-0.97,0,0
-4.57,-0.75,0,0
-4.57,2.27,1,0
-3.28,10.65,0,0
8.76,12.12,0,0
1.87,8.47,0,1
14.08,8.85,1,0
10.72,-1.14,1,0
12.98,-0.74,1,0
13.62,-0.02,1,0
-4.59,0.73,1,0
-4.13,8.01,1,0
9.11,-2.13,0,0
9.91,-2.57,0,0
14.37,-1.13,1,0
-2.57,3.39,1,0
13.7,-1.46,1,0
11.84,13.38,0,0
12.45,12.09,1,0
10.59,-1.28,0,0
-2.43,1.8,1,0
11.32,-2.73,0,0
10.23,-1.47,0,0
8.74,12.25,0,0
11.9,11.67,1,0
-3.16,0.02,0,0
11.5,10.99,1,0
-3.69,-1.3,0,0
15.05,8.56,1,0
12.87,-2.49,1,0
-4.83,-0.08,0,0
-4.97,3.14,1,0
11.07,10.74,1,0
-3.47,-0.33,0,0
-1.63,9.35,1,0
-3.97,0.5,0,0
-1.86,9.31,1,0
-4.15,1.15,1,0
-1.02,7.4,1,0
11.11,12.96,0,0
11.9,-1.54,0,0
8.68,12.84,0,0
11.23,13.11,0,0
11.73,12.16,1,0
6.01,6.01,0,0
7.38,14.63,0,0
10.11,-1.21,0,0
10.81,11.49,1,0
11.36,-1.82,0,0
11.5,-3.05,0,0
9.79,8.58,1,0
13.43,-0.4,1,0
-2.15,0.85,0,0
10.81,-1.44,0,0
9.68,-2.71,0,0
11.81,12.88,1,0
10.37,13.31,0,0
-4.65,-1.35,0,0
-5.73,-0.75,0,0
9.3,-2.71,0,0
12.35,10.93,1,0
10.7,-3.04,0,0
11.18,-3.7,0,0
-3.45,2.14,1,0
12.5,13.31,1,0
11.22,13.56,0,0
11.64,-1.4,0,0
10.18,0.27,1,0
10.22,14.61,0,0
12.23,12.49,1,0
10.67,-2.58,0,0
11.36,-4.88,0,0
10.51,-3.2,0,0
-5.06,7.61,1,0
-1.63,10.35,0,0
-3.53,11.04,0,0
9.98,15.86,0,0
11.93,11.85,1,0
10.0,-1.49,0,0
10.15,11.74,0,0
8.51,14.12,0,0
10.08,14.91,0,0
11.09,-1.15,0,0
9.67,13.33,0,0
12.49,-1.07,1,0
-3.81,11.36,0,0
13.06,-1.05,1,0
13.03,11.53,1,0
9.13,12.92,0,0
11.59,-2.75,0,0
-3.65,-1.57,0,0
14.74,2.12,1,0
-2.1,9.24,1,0
11.12,-2.07,0,0
12.05,-3.05,0,0
15.39,-0.19,1,0
-5.66,4.78,1,0
8.84,12.71,0,0
-4.0,4.64,1,0
15.1,0.24,1,0
13.42,11.39,1,0
12.25,-1.39,0,0
11.33,-3.07,0,0
13.31,-1.68,1,0
10.41,-1.42,0,0
12.36,1.71,1,0
9.13,-2.4,0,0
11.22,-2.0,0,0
10.87,13.88,0,0
10.21,14.4,0,0
-4.18,0.65,0,0
12.11,-1.67,0,0
-4.05,0.16,1,0
14.65,-1.09,1,0
10.61,13.0,0,0
11.24,14.53,0,0
13.86,-1.98,1,0
10.97,-1.04,0,0
5.06,3.95,0,0
-1.35,6.81,1,0
12.1,-2.83,1,0
13.14,14.18,0,0
11.8,-3.51,1,0
-4.4,10.53,0,0
9.44,12.69,0,0
11.77,-0.79,0,0
11.2,-2.04,0,0
11.89,-3.03,0,0
-4.86,-0.9,0,0
8.0,-0.9,1,0
-1.32,9.95,1,0
12.85,-2.36,1,0
10.15,-3.3,0,0
11.19,-2.16,0,0
13.06,-2.5,1,0
-1.78,10.2,0,0
13.14,-2.0,0,0
-4.9,9.04,1,0
9.97,-2.98,0,0
10.48,-1.29,1,0
8.23,12.92,0,0
10.32,-0.8,1,0
9.41,-1.49,0,0
9.92,13.01,0,0
-5.74,3.82,1,0
10.33,-1.9,0,0
15.69,9.92,1,0
13.14,-1.61,1,0
12.72,-2.35,0,0
13.37,-1.97,0,0
-1.86,-0.37,0,0
9.79,-2.79,0,0
-4.3,0.85,1,0
-1.32,10.4,0,0
13.57,0.22,1,0
10.74,-1.65,0,0
-2.83,10.09,0,0
-4.04,-1.03,0,0
-3.07,0.16,0,0
15.37,8.79,1,0
-3.83,2.52,1,0
-3.31,-0.35,0,0
11.28,-1.07,0,0
-3.08,9.2,1,0
8.49,-1.39,0,0
9.77,14.27,0,0
-2.0,0.45,0,0
12.5,-2.46,0,0
12.92,-4.5,1,0
-4.76,-0.82,0,0
10.21,-1.47,0,0
10.97,11.51,1,0
13.6,-3.0,1,0
12.55,-2.86,1,0
12.91,11.76,1,0
-2.57,0.62,0,0
-1.11,9.88,0,0
-2.0,8.58,1,0
13.61,-1.65,1,0
9.18,13.87,0,0
13.28,0.42,1,0
-3.04,9.73,1,0
13.93,-1.3,1,0
11.81,-0.75,0,0
-4.0,1.75,1,0
13.46,13.04,1,0
-4.21,9.24,1,0
-4.55,4.02,1,0
-3.2,-1.08,0,0
-4.63,-0.73,1,0
16.58,-0.67,1,0
1.49,5.29,0,0
11.89,-3.54,0,0
10.75,-0.92,0,0
9.32,14.81,0,0
-0.94,10.3,1,0
11.06,-3.77,0,0
9.84,13.59,0,0
12.48,-2.01,0,0
12.26,-1.68,1,0
8.27,-2.84,0,0
12.39,-1.19,1,0
12.03,10.54,1,0
10.88,-3.05,0,0
11.61,-2.71,0,0
11.25,-2.58,0,0
-2.67,10.59,0,0
-3.64,6.98,1,0
-1.58,0.06,0,0
12.09,13.27,0,0
-2.32,-0.48,0,0
16.58,0.03,1,0
10.39,-3.5,0,0
10.25,-2.46,0,0
-4.76,2.55,1,0
11.27,9.45,1,0
-2.37,-0.33,0,0
11.55,13.3,0,0
10.19,-3.51,0,0
-2.34,10.54,0,0
-3.88,-0.59,0,0
-2.25,-1.3,0,0
8.85,13.79,0,0
11.21,-0.96,0,0
11.53,-0.09,1,0
-1.4,10.33,1,0
15.76,12.07,1,0
10.93,-2.47,0,0
9.18,13.29,0,0
-4.51,9.31,0,0
9.1,-1.26,0,0
11.91,-2.61,0,0
11.65,8.55,1,0
11.8,-4.3,0,0
17.13,9.76,1,0
8.82,13.68,0,0
-3.36,11.59,0,0
-1.96,9.36,1,0
11.85,-1.03,1,0
10.67,-1.3,0,0
9.12,-2.63,0,0
-4.37,5.18,1,0
16.53,10.08,1,0
9.6,14.78,0,0
-4.97,1.79,1,0
14.45,-1.24,1,0
15.38,0.08,1,0
12.31,-0.68,1,0
10.7,13.72,0,0
16.03,-0.65,1,0
10.9,13.2,0,0
11.05,-4.1,0,0
5.67,3.49,0,0
14.93,-0.62,1,0
-4.77,1.98,1,0
9.02,11.83,0,0
9.46,14.97,0,0
9.26,12.98,0,0
-3.01,1.88,1,0
-4.49,2.62,1,0
11.12,13.67,0,0
13.92,1.76,1,0
-3.71,10.54,0,0
12.4,-2.5,0,0
8.73,12.5,0,0
11.64,-2.65,0,0
-2.59,10.67,0,0
-1.0,7.69,1,0
14.72,-0.31,1,0
11.15,13.71,0,0
10.56,-3.69,0,0
8.36,12.52,0,0
10.41,11.86,0,0
10.41,14.17,0,0
12.81,-1.5,1,0
-0.06,0.01,0,0
12.74,14.16,0,0
11.7,-0.47,0,0
11.55,10.88,1,0
-2.64,10.54,0,0
-3.87,3.08,1,0
10.94,-4.05,0,0
10.09,-2.38,0,0
10.71,-2.05,0,0
10.61,-1.19,0,0
11.1,14.1,0,0
10.9,-1.73,0,0
6.57,3.31,0,0
11.34,-0.57,0,0
12.39,12.32,1,0
10.08,13.78,0,0
10.98,-1.58,0,0
-4.1,7.94,1,0
11.46,-3.49,0,0
13.93,-0.68,1,0
12.42,12.45,1,0
11.01,-1.25,0,0
10.44,-2.12,0,0
-2.24,2.29,1,0
-2.21,1.19,1,0
12.37,13.39,1,0
-0.26,9.04,1,0
-4.83,0.73,1,0
9.2,-2.33,0,0
9.28,14.46,0,0
9.97,11.92,0,0
10.69,-4.85,0,0
13.07,9.25,1,0
-1.08,1.47,0,0
11.87,-2.72,0,0
-4.36,-0.6,1,0
9.86,-2.74,0,0
6.53,5.28,0,0
14.21,0.27,1,0
10.35,-4.05,0,0
-4.35,10.75,0,0
8.48,14.02,0,0
9.59,-2.72,0,0
11.14,14.82,0,0
12.98,-3.21,1,0
11.81,13.08,1,0
12.13,12.28,0,0
12.89,0.01,1,0
11.67,-1.87,0,0
10.53,13.53,0,0
-2.82,-0.04,0,0
10.93,11.35,1,0
13.9,-0.25,1,0
9.97,-3.94,0,0
12.84,-0.84,1,0
-2.78,-1.1,0,0
-2.39,10.59,0,0
-3.73,11.31,0,0
-1.96,2.36,0,0
10.7,-5.43,0,0
9.81,13.59,0,0
11.85,11.72,1,0
8.69,-3.08,0,0
10.34,-2.74,0,0
12.54,13.92,0,0
5.18,3.23,0,0
10.56,-1.54,0,0
11.31,13.25,0,0
11.74,-3.56,0,0
11.14,-1.52,0,0
12.69,-2.42,0,0
9.8,12.43,0,0
-3.93,-0.65,0,0
-2.2,8.79,1,0
-1.96,11.04,1,0
10.27,-2.36,0,0
15.34,-0.66,1,0
10.73,-1.74,0,0
9.34,12.13,0,0
11.67,-2.96,0,0
12.62,-1.65,0,0
13.39,-1.9,1,0
12.61,-3.14,1,0
-4.12,10.22,0,0
8.13,-2.01,0,0
-2.93,10.95,0,0
16.11,-0.21,1,0
12.73,-1.98,1,0
12.3,10.74,1,0
10.54,11.16,0,0
8.15,12.26,0,0
10.39,-1.53,0,0
8.19,-4.16,0,0
12.64,-0.54,1,0
9.49,-2.3,0,0
10.02,-2.78,0,0
-1.57,10.73,0,0
12.36,11.86,1,0
-1.65,10.58,0,0
10.22,14.43,0,0
-3.7,-0.03,0,0
13.47,-1.17,1,0
10.77,-1.66,0,0
-3.21,10.88,0,0
9.51,12.83,0,0
11.13,13.38,0,0
-2.18,1.28,1,0
11.21,-1.91,0,0
-3.62,2.03,0,0
12.66,11.96,1,0
12.99,9.77,1,0
-4.3,0.41,1,0
14.87,-2.17,1,0
9.67,11.0,0,0
-1.53,6.78,1,0
13.4,-0.31,1,0
11.48,-3.03,0,0
10.2,-3.11,0,0
10.97,-2.0,0,0
-3.98,-0.41,0,0
-2.96,2.39,1,0
10.93,-2.13,0,0
10.61,-1.6,0,0
-1.84,0.48,1,0
-4.01,1.29,1,0
-4.15,1.35,1,0
12.99,-0.2,1,0
10.59,-1.88,0,0
9.77,14.75,0,0
-3.45,-1.05,1,0
11.93,-2.48,0,0
10.19,-3.57,0,0
8.0,13.23,0,0
11.9,-1.6,0,0
11.05,14.48,0,0
7.9,-0.93,0,0
12.99,-2.04,1,0
-2.65,9.68,1,0
11.11,-2.15,0,0
12.17,-0.63,0,0
-4.27,4.72,1,0
9.52,11.73,0,0
14.01,-1.69,1,0
-2.31,11.88,0,0
-1.29,10.97,0,0
13.56,-3.09,1,0
10.51,-2.0,0,0
6.44,13.76,0,0
10.17,-2.13,0,0
12.72,0.11,1,0
-3.24,-3.92,0,1
9.89,13.18,0,0
-6.97,3.19,1,0
-1.13,-1.65,0,0
14.34,1.14,1,0
10.78,11.91,0,0
13.11,11.97,1,0
-2.94,8.35,1,0
14.48,9.62,1,0
11.82,0.18,1,0
12.02,-2.36,0,0
11.68,-1.55,0,0
13.4,-2.6,1,0
10.73,-1.54,1,0
-2.98,-0.11,0,0
9.13,-1.98,0,0
10.56,13.74,0,0
-4.73,0.68,1,0
-2.2,0.54,0,0
-4.03,-0.34,0,0
-4.26,11.6,1,0
-0.62,10.52,1,0
12.98,-2.37,1,0
11.97,-3.11,0,0
8.73,-1.8,0,0
-4.92,3.2,1,0
-3.96,0.81,1,0
11.05,12.32,0,0
12.63,-0.74,1,0
14.91,12.1,1,0
9.05,-1.7,0,0
14.74,-0.27,1,0
9.84,-2.74,0,0
-2.23,-0.49,0,0
11.92,-1.41,0,0
-2.79,0.09,0,0
-4.05,-1.34,0,0
11.44,-2.92,0,0
11.35,12.45,0,0
10.98,-1.37,0,0
10.32,13.41,0,0
-3.35,0.41,0,0
11.22,-1.58,0,0
11.37,14.81,0,0
-3.11,0.22,1,0
11.67,-1.14,0,0
-3.87,10.58,0,0
-3.35,-1.42,0,0
-4.91,-0.75,0,0
12.61,-1.91,0,0
11.4,12.35,0,0
-2.18,-0.07,0,0
-2.94,9.71,1,0
-4.44,1.92,1,0
13.35,-0.82,1,0
12.29,-0.86,1,0
10.52,-4.05,0,0
10.32,-2.6,0,0
14.31,12.87,1,0
11.43,-0.25,1,0
11.58,12.49,0,0
12.09,-2.34,0,0
-3.94,-0.14,0,0
10.02,13.36,0,0
-2.06,10.96,1,0
10.94,9.56,1,0
-1.93,9.31,1,0
9.93,13.7,0,0
10.54,-3.56,0,0
9.38,-3.17,0,0
10.0,12.13,0,0
-3.1,6.46,1,0
7.76,6.22,0,1
9.9,11.94,0,0
7.99,12.65,0,0
11.83,-2.33,0,0
14.65,0.24,1,0
12.74,13.39,1,0
5.95,3.55,0,0
11.47,13.52,0,0
10.51,9.99,1,0
12.15,-2.79,0,0
9.56,-1.89,0,0
8.79,-1.91,0,0
-2.89,-0.55,1,0
11.32,-3.36,0,0
-3.7,9.39,1,0
-3.73,-0.81,0,0
10.71,-1.2,0,0
10.91,-0.87,0,0
11.71,12.63,1,0
-3.79,0.0,0,0
11.58,-1.02,0,0
15.96,-1.08,1,0
11.88,-1.13,0,0
16.08,-2.16,1,0
11.76,9.82,1,0
11.46,13.18,1,0
12.36,-4.25,0,0
8.68,13.0,0,0
11.93,-2.72,0,0
-1.66,9.73,0,0
-3.27,1.21,1,0
-2.28,8.9,1,0
9.71,15.2,0,0
10.93,-3.69,0,0
13.53,-3.05,1,0
10.89,-4.57,0,0
-3.47,11.0,0,0
13.31,-2.27,1,0
-2.18,-0.13,0,0
11.23,-0.1,1,0
10.19,-2.28,0,0
-3.8,0.65,0,0
-1.79,8.81,1,0
9.78,12.03,0,0
11.14,-2.07,0,0
-3.29,1.01,1,0
13.37,-2.01,1,0
9.75,-2.72,0,0
12.33,-2.93,1,0
-2.48,0.39,0,0
-2.42,-0.52,0,0
8.8,12.02,0,0
11.3,-3.83,0,0
9.27,13.02,0,0
7.89,13.35,0,0
10.48,-1.6,0,0
9.77,-3.77,0,0
-3.92,-0.26,0,0
-2.23,0.09,0,0
7.99,13.0,0,0
11.19,-2.24,0,0
11.56,-3.08,0,0
12.35,12.28,1,0
10.22,-3.5,0,0
-2.14,9.48,1,0
9.76,-2.65,0,0
9.99,13.29,0,0
9.7,13.52,0,0
12.42,0.18,1,0
10.77,0.49,0,0
-3.76,1.13,1,0
11.07,-1.93,0,0
10.51,13.35,0,0
12.28,-1.04,1,0
-1.92,1.76,1,0
10.0,12.51,0,0
11.9,-2.78,0,0
-4.51,1.46,1,0
9.11,13.16,0,0
-1.8,-1.51,0,0
12.67,-2.27,0,0
12.0,11.17,1,0
11.17,12.49,0,0
13.75,14.24,1,0
-1.77,10.3,0,0
-2.93,0.65,0,0
-1.8,6.01,1,0
-3.85,9.76,1,0
11.16,-2.04,0,0
10.75,13.74,0,0
-4.67,0.72,1,0
12.32,13.91,1,0
13.97,-0.18,1,0
-2.66,2.03,1,0
9.21,-2.01,0,0
12.3,-3.34,1,0
-3.04,10.3,0,0
12.39,-3.24,1,0
11.92,11.97,0,0
-3.03,4.3,1,0
14.6,-1.28,1,0
-5.25,11.02,0,0
-3.64,10.44,0,0
11.72,-3.27,0,0
9.89,13.64,0,0
11.35,-1.93,0,0
-2.45,8.29,1,0
-3.1,8.26,1,0
-4.14,10.89,0,0
9.42,13.88,0,0
10.04,9.97,1,0
10.89,13.89,0,0
11.89,-1.79,1,0
14.73,-0.2,1,0
10.43,12.9,0,0
9.48,-2.51,0,0
9.37,13.16,0,0
9.71,-1.78,0,0
13.42,-1.75,1,0
12.32,9.79,1,0
-3.37,10.62,1,0
10.42,-1.94,0,0
10.64,-3.58,0,0
11.89,-2.14,1,0
9.13,12.96,0,0
10.12,-2.99,0,0
-2.48,-0.25,0,0
11.39,-3.38,0,0
10.91,-1.22,0,0
12.51,-1.27,1,0
-2.05,1.31,1,0
-5.53,2.88,1,0
-3.88,0.82,0,0
12.94,-2.82,1,0
12.89,9.74,1,0
14.4,-2.95,1,0
11.18,10.99,1,0
11.81,12.96,0,0
-4.14,12.01,0,0
13.22,-0.42,1,0
11.1,14.16,0,0
14.9,-0.69,1,0
9.65,-2.06,0,0
12.47,-1.65,1,0
9.55,-2.09,0,0
10.73,-2.25,0,0
4.83,3.83,0,0
10.34,13.32,0,0
11.58,-1.91,0,0
14.04,-1.36,1,0
-4.46,3.28,1,0
-3.91,0.56,0,0
9.5,14.4,0,0
-6.04,1.56,1,0
10.86,-1.9,0,0
12.66,9.88,1,0
11.6,-0.89,0,0
12.44,-3.32,1,0
9.93,-2.18,0,0
11.81,11.92,1,0
6.35,6.32,0,0
10.46,-3.21,0,0
9.52,-1.5,0,0
8.29,12.42,0,0
12.51,10.86,1,0
12.8,0.12,1,0
11.01,-4.02,0,0
9.71,-2.89,0,0
-4.19,3.12,1,0
10.8,-3.72,0,0
9.56,-2.42,0,0
14.55,10.8,1,0
8.87,14.25,0,0
14.32,-1.05,1,0
12.0,11.11,1,0
-2.44,9.32,0,0
15.7,-1.2,1,0
12.07,-2.96,0,0
9.8,13.02,0,0
-4.61,0.08,1,0
-2.38,-2.44,0,0
10.48,-3.65,0,0
12.79,-0.42,1,0
9.64,-3.47,0,0
12.3,-0.0,1,0
9.35,11.69,0,0
14.71,-2.3,1,0
10.56,14.18,0,0
10.9,-1.53,0,0
9.34,-3.26,0,0
9.45,13.23,0,0
-0.81,5.92,1,0
13.14,10.57,1,0
10.46,-3.59,0,0
10.58,-4.18,0,0
11.3,-0.16,1,0
10.97,-3.31,0,0
12.28,-1.5,1,0
12.24,-0.69,1,0
10.43,11.97,0,0
-3.08,4.49,1,0
-1.9,8.85,1,0
9.02,12.89,0,0
10.74,-1.35,0,0
9.2,-2.46,0,0
11.94,-3.77,0,0
-4.14,4.32,1,0
-2.16,10.58,1,0
18.87,1.54,1,1
10.14,15.1,0,0
8.97,13.18,0,0
12.37,-1.28,1,0
12.19,12.43,1,0
11.73,-1.16,0,0
11.0,13.79,0,0
11.49,9.9,1,0
14.42,0.04,1,0
-3.88,11.69,0,0
-4.51,0.46,0,0
10.29,12.79,0,0
10.81,-0.8,0,0
8.79,-2.59,0,0
10.64,11.96,0,0
-3.44,9.93,0,0
10.4,13.91,0,0
10.3,15.42,0,0
9.43,-1.39,0,0
-3.83,0.12,0,0
10.46,14.45,0,0
9.67,-2.14,0,0
9.99,-3.93,0,0
-3.99,-0.97,0,0
11.0,-3.58,0,0
-1.48,1.67,1,0
10.9,-1.1,0,0
-3.61,-0.11,0,0
11.43,12.9,0,0
9.33,13.23,0,0
10.56,-1.78,0,0
11.53,13.32,1,0
12.14,-2.46,0,0
-2.97,0.84,1,0
14.69,-0.48,1,0
-3.57,-0.28,0,0
-2.91,2.03,1,0
12.64,-3.58,1,0
10.4,-3.45,0,0
7.11,13.63,0,0
11.03,-2.06,0,0
-1.89,9.4,1,0
10.29,14.85,0,0
-3.83,0.12,0,0
9.72,-1.72,0,0
8.17,13.65,0,0
12.17,12.99,1,0
10.91,10.43,1,0
-3.15,11.11,0,0
12.63,-2.79,1,0
11.85,-3.67,0,0
13.18,-0.88,1,0
-2.14,0.03,0,0
11.74,-2.76,0,0
10.71,10.05,1,0
11.43,9.75,1,0
11.36,-1.47,0,0
11.33,12.94,0,0
-4.33,0.34,0,0
-3.08,10.51,0,0
12.55,12.17,1,0
-3.89,-0.42,0,0
10.66,13.9,0,0
12.68,-2.31,1,0
10.09,10.98,0,0
-2.7,8.47,1,0
-1.82,10.01,0,0
10.93,-1.95,0,0
-3.36,-0.46,0,0
-5.14,0.18,1,0
11.07,13.75,0,0
13.67,10.6,1,0
11.62,-2.07,1,0
11.75,-0.93,0,0
15.02,-1.6,1,0
-2.94,-0.39,0,0
10.51,12.22,0,0
12.34,-2.38,1,0
-0.84,2.23,1,0
-5.66,2.83,1,0
10.21,12.27,0,0
12.52,-2.28,0,0
-4.13,1.37,1,0
-2.29,1.57,1,0
9.94,-0.73,0,0
12.92,-3.42,1,0
-3.0,0.43,1,0
12.6,-1.21,1,0
11.61,13.79,0,0
13.35,11.91,1,0
-1.17,10.75,0,0
12.73,-2.38,0,0
9.94,-1.99,0,0
14.66,10.3,1,0
10.63,14.58,0,0
-2.35,0.11,0,0
-3.05,0.82,1,0
-5.35,0.81,1,0
13.7,-1.64,1,0
12.5,-1.33,1,0
10.15,-1.69,0,0
12.49,-0.49,0,0
9.85,12.24,0,0
9.71,12.21,0,0
10.75,-3.13,0,0
9.54,-2.21,0,0
10.63,11.82,0,0
10.64,-3.71,0,0
12.94,-4.11,1,0
10.57,-3.16,0,0
13.91,-1.75,1,0
-3.11,0.3,0,0
-4.94,0.6,1,0
-4.61,1.31,1,0
10.27,-0.99,0,0
-2.67,-0.09,0,0
11.38,-2.89,0,0
9.15,12.4,0,0
10.79,-1.65,0,0
